properties,building_id,total_pixels,valid_pixels,valid_pixel_pct,mean_pre_vv,mean_post_vv,mean_change_vv,median_change_vv,std_change_vv,mean_pre_vh,mean_post_vh,mean_change_vh,median_change_vh,std_change_vh,damage_label,label_type,source_label
"{'osm_id': 1067561600, 'osm_type': 'yes'}",cuddalore_bld_000186,12,12,100.0,-2.991916020711263,0.5927974383036295,3.584713617960612,3.520453453063965,3.540510851942379,-13.41278330485026,-9.16848627726237,4.244296391805013,4.01831579208374,2.0715600954605113,unlabeled,unlabeled,
"{'osm_id': 1067561602, 'osm_type': 'yes'}",cuddalore_bld_000187,16,16,100.0,10.228999137878418,10.252634048461914,0.0236343741416931,1.3607438802719116,5.00624493736496,-10.339597702026367,-13.320060729980469,-2.9804625511169434,-2.631821632385254,2.7756649094059846,unlabeled,unlabeled,
"{'osm_id': 1067561603, 'osm_type': 'yes'}",cuddalore_bld_000188,13,13,100.0,-4.967826256385217,0.8468544299785907,5.8146808330829325,8.230583190917969,4.363018054817237,-16.044092031625603,-13.5821533203125,2.461938711313101,0.8998088836669922,3.875350194638107,unlabeled,unlabeled,
"{'osm_id': 1067561604, 'osm_type': 'yes'}",cuddalore_bld_000189,6,6,100.0,-7.02084477742513,-0.5658251444498698,6.455019632975261,5.976236343383789,2.9077828451965764,-14.166058858235678,-13.585432688395182,0.5806260108947754,0.3816900253295898,1.6944023495820355,unlabeled,unlabeled,
"{'osm_id': 1067561605, 'osm_type': 'yes'}",cuddalore_bld_000190,7,7,100.0,-3.6201697758265903,-2.0362043380737305,1.583965710231236,2.7033135890960693,1.9569024805216308,-16.879520961216517,-12.974312918526786,3.9052064078194753,3.72119140625,2.3252761407388953,unlabeled,unlabeled,
"{'osm_id': 1067561606, 'osm_type': 'yes'}",cuddalore_bld_000191,6,6,100.0,-1.998132546742757,-1.4610567092895508,0.5370758771896362,-0.3557204008102417,2.9249176449433416,-16.016638437906902,-15.277085622151692,0.7395521799723307,0.9127469062805176,3.730882923389566,unlabeled,unlabeled,
"{'osm_id': 1067561607, 'osm_type': 'yes'}",cuddalore_bld_000192,15,15,100.0,-2.1695343017578126,0.0037984207272529,2.1733327229817707,2.2453460693359375,3.392932432481489,-10.787276204427084,-10.841556803385416,-0.0542816162109375,0.2249946594238281,1.9532169306934477,unlabeled,unlabeled,
"{'osm_id': 1067561608, 'osm_type': 'yes'}",cuddalore_bld_000193,11,11,100.0,-8.481924577192826,-5.79810263893821,2.6838221116499468,1.818333625793457,4.064703260596446,-14.69561767578125,-12.107804731889203,2.587812597101385,3.409526824951172,4.185214266600715,unlabeled,unlabeled,
"{'osm_id': 1067561609, 'osm_type': 'yes'}",cuddalore_bld_000194,14,14,100.0,-5.225799560546875,-0.6414358956473214,4.584363119942801,4.905860900878906,2.868902766593301,-12.336675371442524,-10.939352852957589,1.3973208836146764,1.4673171043395996,1.580217164862657,unlabeled,unlabeled,
"{'osm_id': 1067561610, 'osm_type': 'yes'}",cuddalore_bld_000195,14,14,100.0,-5.254573277064732,-5.105957576206753,0.1486153943198067,-0.1511816978454589,1.6030382710821198,-10.43741716657366,-11.720899309430804,-1.2834820066179549,-0.7497982978820801,2.2419458509246786,unlabeled,unlabeled,
"{'osm_id': 1067561611, 'osm_type': 'retail'}",cuddalore_bld_000196,10,10,100.0,-1.7591987609863282,2.1175186157226564,3.876717376708984,5.162646770477295,4.32517859225635,-7.253892517089843,-2.9901147842407227,4.263777160644532,3.915425300598145,4.671562075976969,unlabeled,unlabeled,
"{'osm_id': 1067561619, 'osm_type': 'yes'}",cuddalore_bld_000197,11,11,100.0,-5.2414419000799,1.6811897971413352,6.922631003639915,6.790570259094238,1.6451574711900336,-8.55376503684304,-6.386394153941762,2.167370709505948,3.348062515258789,2.5017534781353485,unlabeled,unlabeled,
"{'osm_id': 1067561620, 'osm_type': 'yes'}",cuddalore_bld_000198,8,8,100.0,-2.7090706825256348,-1.7183964252471924,0.9906741380691528,0.5315364003181458,1.5349268206726712,-13.55375862121582,-11.873258590698242,1.6805003881454468,1.4170398712158203,3.2545597243768163,unlabeled,unlabeled,
"{'osm_id': 1067561621, 'osm_type': 'yes'}",cuddalore_bld_000199,8,8,100.0,-6.213731288909912,-5.67592191696167,0.5378093123435974,0.8501980304718018,1.667069671468241,-15.487525939941406,-12.645553588867188,2.841973066329956,2.9674501419067383,1.7162524853685333,unlabeled,unlabeled,
"{'osm_id': 1067561622, 'osm_type': 'yes'}",cuddalore_bld_000200,5,5,100.0,-5.903728866577149,-5.549634170532227,0.3540949821472168,0.0967721939086914,1.3101988861066802,-12.54372329711914,-11.969263458251952,0.5744596481323242,0.7563161849975586,1.6704527313738584,unlabeled,unlabeled,
"{'osm_id': 1067561630, 'osm_type': 'yes'}",cuddalore_bld_000201,7,7,100.0,-8.723216465541295,-4.596044267926898,4.127172197614398,4.430326461791992,3.6014073836799767,-13.447452000209264,-10.139694213867188,3.3077575138636996,2.667631149291992,1.3706126353955617,unlabeled,unlabeled,
"{'osm_id': 1111488551, 'osm_type': 'yes'}",cuddalore_bld_000202,10,10,100.0,-2.825948715209961,-0.4755359649658203,2.350413131713867,2.653805732727051,2.964521921586594,-13.634164428710935,-11.546261596679688,2.087902069091797,1.234149932861328,5.323007776514852,unlabeled,unlabeled,
"{'osm_id': 1111488552, 'osm_type': 'yes'}",cuddalore_bld_000203,7,7,100.0,-7.063799176897321,-3.852757590157645,3.2110421316964284,3.2069923877716064,1.195563224627556,-17.51721409388951,-14.655602591378347,2.861610412597656,1.2829704284667969,3.5522859768471324,unlabeled,unlabeled,
"{'osm_id': 1111488553, 'osm_type': 'yes'}",cuddalore_bld_000204,6,6,100.0,-4.125616709391276,-1.8013022740681963,2.324313958485922,2.539548873901367,3.467853672483522,-15.56243133544922,-13.356829325358072,2.205601374308268,1.4173312187194824,1.792647624507503,unlabeled,unlabeled,
"{'osm_id': 1111488554, 'osm_type': 'yes'}",cuddalore_bld_000205,6,6,100.0,-5.439200083414714,-3.6157188415527344,1.8234812418619792,2.1128621101379395,3.135166179984402,-14.722237904866535,-13.408580780029297,1.313657283782959,1.3851275444030762,1.1518282737102656,unlabeled,unlabeled,
"{'osm_id': 1111488555, 'osm_type': 'yes'}",cuddalore_bld_000206,4,4,100.0,-10.307669639587402,-3.926408290863037,6.381260871887207,6.203402996063232,1.6112460452177937,-14.108476638793944,-12.63160800933838,1.4768691062927246,1.6368803977966309,1.0592833606556151,unlabeled,unlabeled,
"{'osm_id': 1111488556, 'osm_type': 'yes'}",cuddalore_bld_000207,4,4,100.0,3.5406241416931152,4.919915199279785,1.37929105758667,0.6983349323272705,1.9292502409637349,-16.839115142822266,-14.255744934082031,2.5833685398101807,2.143986701965332,2.0843459382278935,unlabeled,unlabeled,
"{'osm_id': 1111488557, 'osm_type': 'yes'}",cuddalore_bld_000208,6,6,100.0,2.9302679697672525,4.180064519246419,1.2497961521148682,0.8315863609313965,2.1552840655436056,-13.948479970296225,-12.26071802775065,1.687761306762695,1.677021026611328,1.0462802221539045,unlabeled,unlabeled,
"{'osm_id': 1111488558, 'osm_type': 'yes'}",cuddalore_bld_000209,5,5,100.0,-9.360456848144532,-6.545580291748047,2.814876747131348,2.290621280670166,2.329795531749486,-17.454513549804688,-14.415481567382812,3.0390321731567385,1.7370367050170898,2.0362110579840533,unlabeled,unlabeled,
"{'osm_id': 1111488559, 'osm_type': 'yes'}",cuddalore_bld_000210,6,6,100.0,-8.829786936442057,-6.711584091186523,2.1182034810384116,2.421844720840454,1.784884534033056,-18.050591786702473,-14.798009236653646,3.2525831858317056,2.643575668334961,4.1074549191887995,unlabeled,unlabeled,
"{'osm_id': 1111488560, 'osm_type': 'yes'}",cuddalore_bld_000211,24,24,100.0,-6.81808598836263,-3.919561068216959,2.8985255559285483,3.020656108856201,1.7009078095639056,-17.212313334147137,-14.505332946777344,2.706979751586914,2.926997184753418,3.287217110232524,unlabeled,unlabeled,
"{'osm_id': 1111488561, 'osm_type': 'yes'}",cuddalore_bld_000212,8,8,100.0,-5.5382161140441895,-4.930041313171387,0.6081749200820923,0.3212727308273315,1.6603942818460546,-19.563791275024418,-15.54029369354248,4.023497581481934,4.169849395751953,2.4961321482605667,unlabeled,unlabeled,
