sample_id,xbd_uid,disaster,disaster_type,peril,damage_label,damage_class,split,s1_pre_path,s1_post_path,s2_pre_path,s2_post_path,building_mask_path,geometry
xbd_bld_071150,hurricane-matthew_00000395,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000395_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000395_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000395_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000395_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000395_mask_sim.npy,"POLYGON ((-74.09870682208081 18.248470704951792, -74.09870682208081 18.248670704951792, -74.09890682208082 18.248670704951792, -74.09890682208082 18.248470704951792, -74.09870682208081 18.248470704951792))"
xbd_bld_199362,nepal-flooding_00000400,nepal-flooding,flooding,flood,intact,0,val,data/xbd_s12/s1/nepal-flooding_00000400_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000400_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000400_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000400_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000400_mask_sim.npy,"POLYGON ((83.4001590409541 26.5951377594355, 83.4001590409541 26.5953377594355, 83.39995904095409 26.5953377594355, 83.39995904095409 26.5951377594355, 83.4001590409541 26.5951377594355))"
xbd_bld_181260,nepal-flooding_00000111,nepal-flooding,flooding,flood,destroyed,2,train,data/xbd_s12/s1/nepal-flooding_00000111_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000111_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000111_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000111_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000111_mask_sim.npy,"POLYGON ((83.41172665046206 26.65517602955714, 83.41172665046206 26.65537602955714, 83.41152665046205 26.65537602955714, 83.41152665046205 26.65517602955714, 83.41172665046206 26.65517602955714))"
xbd_bld_073776,hurricane-michael_00000055,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000055_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000055_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000055_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000055_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000055_mask_sim.npy,"POLYGON ((-85.63429108834846 30.189510550878804, -85.63429108834846 30.189710550878804, -85.63449108834847 30.189710550878804, -85.63449108834847 30.189510550878804, -85.63429108834846 30.189510550878804))"
xbd_bld_200997,nepal-flooding_00000414,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000414_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000414_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000414_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000414_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000414_mask_sim.npy,"POLYGON ((83.3994951033557 26.68836512906471, 83.3994951033557 26.68856512906471, 83.3992951033557 26.68856512906471, 83.3992951033557 26.68836512906471, 83.3994951033557 26.68836512906471))"
xbd_bld_071177,hurricane-matthew_00000395,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000395_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000395_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000395_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000395_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000395_mask_sim.npy,"POLYGON ((-74.09678709379735 18.249100090409726, -74.09678709379735 18.249300090409726, -74.09698709379735 18.249300090409726, -74.09698709379735 18.249100090409726, -74.09678709379735 18.249100090409726))"
xbd_bld_205126,nepal-flooding_00000466,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000466_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000466_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000466_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000466_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000466_mask_sim.npy,"POLYGON ((83.39785210821135 26.605120581294354, 83.39785210821135 26.605320581294354, 83.39765210821135 26.605320581294354, 83.39765210821135 26.605120581294354, 83.39785210821135 26.605120581294354))"
xbd_bld_081590,hurricane-michael_00000188,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000188_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000188_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000188_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000188_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000188_mask_sim.npy,"POLYGON ((-85.67294043205969 30.16929532348215, -85.67294043205969 30.16949532348215, -85.6731404320597 30.16949532348215, -85.6731404320597 30.16929532348215, -85.67294043205969 30.16929532348215))"
xbd_bld_203222,nepal-flooding_00000439,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000439_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000439_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000439_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000439_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000439_mask_sim.npy,"POLYGON ((83.5328917844905 26.490604086971608, 83.5328917844905 26.490804086971607, 83.5326917844905 26.490804086971607, 83.5326917844905 26.490604086971608, 83.5328917844905 26.490604086971608))"
xbd_bld_075374,hurricane-michael_00000081,hurricane-michael,wind,storm,destroyed,2,val,data/xbd_s12/s1/hurricane-michael_00000081_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000081_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000081_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000081_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000081_mask_sim.npy,"POLYGON ((-85.6320737280517 30.112426282519458, -85.6320737280517 30.112626282519457, -85.6322737280517 30.112626282519457, -85.6322737280517 30.112426282519458, -85.6320737280517 30.112426282519458))"
xbd_bld_067318,hurricane-matthew_00000328,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000328_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000328_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000328_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000328_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000328_mask_sim.npy,"POLYGON ((-74.13107469533905 18.54522965278166, -74.13107469533905 18.54542965278166, -74.13127469533906 18.54542965278166, -74.13127469533906 18.54522965278166, -74.13107469533905 18.54522965278166))"
xbd_bld_100990,hurricane-michael_00000473,hurricane-michael,wind,storm,destroyed,2,val,data/xbd_s12/s1/hurricane-michael_00000473_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000473_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000473_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000473_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000473_mask_sim.npy,"POLYGON ((-85.69867467728957 30.18985035187649, -85.69867467728957 30.19005035187649, -85.69887467728958 30.19005035187649, -85.69887467728958 30.18985035187649, -85.69867467728957 30.18985035187649))"
xbd_bld_070804,hurricane-matthew_00000383,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000383_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000383_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000383_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000383_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000383_mask_sim.npy,"POLYGON ((-74.09688396276924 18.270728786891976, -74.09688396276924 18.270928786891975, -74.09708396276925 18.270928786891975, -74.09708396276925 18.270728786891976, -74.09688396276924 18.270728786891976))"
xbd_bld_080179,hurricane-michael_00000170,hurricane-michael,wind,storm,damaged,1,test,data/xbd_s12/s1/hurricane-michael_00000170_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000170_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000170_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000170_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000170_mask_sim.npy,"POLYGON ((-85.6321634001005 30.193272627133222, -85.6321634001005 30.19347262713322, -85.6323634001005 30.19347262713322, -85.6323634001005 30.193272627133222, -85.6321634001005 30.193272627133222))"
xbd_bld_079668,hurricane-michael_00000162,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000162_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000162_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000162_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000162_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000162_mask_sim.npy,"POLYGON ((-85.61446454435402 30.16251663876966, -85.61446454435402 30.16271663876966, -85.61466454435403 30.16271663876966, -85.61466454435403 30.16251663876966, -85.61446454435402 30.16251663876966))"
xbd_bld_071906,hurricane-michael_00000012,hurricane-michael,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-michael_00000012_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000012_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000012_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000012_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000012_mask_sim.npy,"POLYGON ((-85.64708831013583 30.13635828065344, -85.64708831013583 30.13655828065344, -85.64728831013583 30.13655828065344, -85.64728831013583 30.13635828065344, -85.64708831013583 30.13635828065344))"
xbd_bld_199942,nepal-flooding_00000407,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000407_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000407_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000407_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000407_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000407_mask_sim.npy,"POLYGON ((83.39181778990762 26.690623244204872, 83.39181778990762 26.69082324420487, 83.39161778990761 26.69082324420487, 83.39161778990761 26.690623244204872, 83.39181778990762 26.690623244204872))"
xbd_bld_071067,hurricane-matthew_00000392,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000392_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000392_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000392_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000392_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000392_mask_sim.npy,"POLYGON ((-74.11016627530483 18.255193820743187, -74.11016627530483 18.255393820743187, -74.11036627530484 18.255393820743187, -74.11036627530484 18.255193820743187, -74.11016627530483 18.255193820743187))"
xbd_bld_078454,hurricane-michael_00000141,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000141_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000141_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000141_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000141_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000141_mask_sim.npy,"POLYGON ((-85.6547435875709 30.20345248782357, -85.6547435875709 30.203652487823568, -85.65494358757091 30.203652487823568, -85.65494358757091 30.20345248782357, -85.6547435875709 30.20345248782357))"
xbd_bld_201979,nepal-flooding_00000424,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000424_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000424_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000424_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000424_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000424_mask_sim.npy,"POLYGON ((83.3992083146022 26.61860934360362, 83.3992083146022 26.61880934360362, 83.3990083146022 26.61880934360362, 83.3990083146022 26.61860934360362, 83.3992083146022 26.61860934360362))"
xbd_bld_067187,hurricane-matthew_00000320,hurricane-matthew,wind,storm,destroyed,2,test,data/xbd_s12/s1/hurricane-matthew_00000320_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000320_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000320_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000320_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000320_mask_sim.npy,"POLYGON ((-74.14165900513983 18.54644385153004, -74.14165900513983 18.54664385153004, -74.14185900513984 18.54664385153004, -74.14185900513984 18.54644385153004, -74.14165900513983 18.54644385153004))"
xbd_bld_201480,nepal-flooding_00000418,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000418_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000418_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000418_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000418_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000418_mask_sim.npy,"POLYGON ((83.37986157139599 26.715209999200123, 83.37986157139599 26.715409999200123, 83.37966157139599 26.715409999200123, 83.37966157139599 26.715209999200123, 83.37986157139599 26.715209999200123))"
xbd_bld_079518,hurricane-michael_00000159,hurricane-michael,wind,storm,damaged,1,test,data/xbd_s12/s1/hurricane-michael_00000159_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000159_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000159_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000159_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000159_mask_sim.npy,"POLYGON ((-85.61989068124961 30.17146838236215, -85.61989068124961 30.17166838236215, -85.62009068124962 30.17166838236215, -85.62009068124962 30.17146838236215, -85.61989068124961 30.17146838236215))"
xbd_bld_076518,hurricane-michael_00000107,hurricane-michael,wind,storm,damaged,1,val,data/xbd_s12/s1/hurricane-michael_00000107_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000107_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000107_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000107_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000107_mask_sim.npy,"POLYGON ((-85.62197196348659 30.23016160495774, -85.62197196348659 30.23036160495774, -85.6221719634866 30.23036160495774, -85.6221719634866 30.23016160495774, -85.62197196348659 30.23016160495774))"
xbd_bld_200928,nepal-flooding_00000413,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000413_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000413_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000413_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000413_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000413_mask_sim.npy,"POLYGON ((83.50267802995195 26.531690942057246, 83.50267802995195 26.531890942057245, 83.50247802995194 26.531890942057245, 83.50247802995194 26.531690942057246, 83.50267802995195 26.531690942057246))"
xbd_bld_073733,hurricane-michael_00000055,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000055_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000055_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000055_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000055_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000055_mask_sim.npy,"POLYGON ((-85.63100164996348 30.18789038962716, -85.63100164996348 30.18809038962716, -85.63120164996349 30.18809038962716, -85.63120164996349 30.18789038962716, -85.63100164996348 30.18789038962716))"
xbd_bld_079339,hurricane-michael_00000156,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000156_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000156_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000156_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000156_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000156_mask_sim.npy,"POLYGON ((-85.63202134636376 30.186246526324357, -85.63202134636376 30.186446526324357, -85.63222134636376 30.186446526324357, -85.63222134636376 30.186246526324357, -85.63202134636376 30.186246526324357))"
xbd_bld_078259,hurricane-michael_00000137,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000137_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000137_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000137_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000137_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000137_mask_sim.npy,"POLYGON ((-85.66370184779916 30.23037603475701, -85.66370184779916 30.23057603475701, -85.66390184779917 30.23057603475701, -85.66390184779917 30.23037603475701, -85.66370184779916 30.23037603475701))"
xbd_bld_200507,nepal-flooding_00000411,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000411_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000411_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000411_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000411_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000411_mask_sim.npy,"POLYGON ((83.3815941450766 26.630820561985246, 83.3815941450766 26.631020561985245, 83.3813941450766 26.631020561985245, 83.3813941450766 26.630820561985246, 83.3815941450766 26.630820561985246))"
xbd_bld_094165,hurricane-michael_00000387,hurricane-michael,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-michael_00000387_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000387_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000387_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000387_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000387_mask_sim.npy,"POLYGON ((-85.6454998257402 30.26866691581481, -85.6454998257402 30.268866915814808, -85.64569982574021 30.268866915814808, -85.64569982574021 30.26866691581481, -85.6454998257402 30.26866691581481))"
xbd_bld_200435,nepal-flooding_00000410,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000410_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000410_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000410_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000410_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000410_mask_sim.npy,"POLYGON ((83.40278057889435 26.595097510810135, 83.40278057889435 26.595297510810134, 83.40258057889434 26.595297510810134, 83.40258057889434 26.595097510810135, 83.40278057889435 26.595097510810135))"
xbd_bld_200727,nepal-flooding_00000412,nepal-flooding,flooding,flood,intact,0,train,data/xbd_s12/s1/nepal-flooding_00000412_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000412_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000412_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000412_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000412_mask_sim.npy,"POLYGON ((83.3730605269343 26.71747966781406, 83.3730605269343 26.71767966781406, 83.37286052693429 26.71767966781406, 83.37286052693429 26.71747966781406, 83.3730605269343 26.71747966781406))"
xbd_bld_078085,hurricane-michael_00000133,hurricane-michael,wind,storm,damaged,1,test,data/xbd_s12/s1/hurricane-michael_00000133_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000133_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000133_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000133_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000133_mask_sim.npy,"POLYGON ((-85.6215168554524 30.18122814077066, -85.6215168554524 30.18142814077066, -85.6217168554524 30.18142814077066, -85.6217168554524 30.18122814077066, -85.6215168554524 30.18122814077066))"
xbd_bld_079213,hurricane-michael_00000154,hurricane-michael,wind,storm,damaged,1,test,data/xbd_s12/s1/hurricane-michael_00000154_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000154_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000154_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000154_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000154_mask_sim.npy,"POLYGON ((-85.64855969354164 30.09964291752613, -85.64855969354164 30.09984291752613, -85.64875969354165 30.09984291752613, -85.64875969354165 30.09964291752613, -85.64855969354164 30.09964291752613))"
xbd_bld_076930,hurricane-michael_00000115,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000115_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000115_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000115_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000115_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000115_mask_sim.npy,"POLYGON ((-85.6649801017195 30.192207777651088, -85.6649801017195 30.192407777651088, -85.6651801017195 30.192407777651088, -85.6651801017195 30.192207777651088, -85.6649801017195 30.192207777651088))"
xbd_bld_202600,nepal-flooding_00000433,nepal-flooding,flooding,flood,intact,0,val,data/xbd_s12/s1/nepal-flooding_00000433_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000433_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000433_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000433_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000433_mask_sim.npy,"POLYGON ((83.39226180379784 26.697800507084615, 83.39226180379784 26.698000507084615, 83.39206180379783 26.698000507084615, 83.39206180379783 26.697800507084615, 83.39226180379784 26.697800507084615))"
xbd_bld_201991,nepal-flooding_00000424,nepal-flooding,flooding,flood,intact,0,test,data/xbd_s12/s1/nepal-flooding_00000424_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000424_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000424_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000424_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000424_mask_sim.npy,"POLYGON ((83.39937048636034 26.618834538515603, 83.39937048636034 26.619034538515603, 83.39917048636033 26.619034538515603, 83.39917048636033 26.618834538515603, 83.39937048636034 26.618834538515603))"
xbd_bld_185896,nepal-flooding_00000195,nepal-flooding,flooding,flood,destroyed,2,train,data/xbd_s12/s1/nepal-flooding_00000195_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000195_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000195_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000195_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000195_mask_sim.npy,"POLYGON ((83.48495439543477 26.502928208723276, 83.48495439543477 26.503128208723275, 83.48475439543476 26.503128208723275, 83.48475439543476 26.502928208723276, 83.48495439543477 26.502928208723276))"
xbd_bld_194504,nepal-flooding_00000333,nepal-flooding,flooding,flood,destroyed,2,test,data/xbd_s12/s1/nepal-flooding_00000333_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000333_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000333_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000333_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000333_mask_sim.npy,"POLYGON ((83.52450747299804 26.529292892985094, 83.52450747299804 26.529492892985093, 83.52430747299803 26.529492892985093, 83.52430747299803 26.529292892985094, 83.52450747299804 26.529292892985094))"
xbd_bld_069558,hurricane-matthew_00000363,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000363_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000363_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000363_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000363_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000363_mask_sim.npy,"POLYGON ((-74.11176043613565 18.556428230862497, -74.11176043613565 18.556628230862497, -74.11196043613566 18.556628230862497, -74.11196043613566 18.556428230862497, -74.11176043613565 18.556428230862497))"
xbd_bld_199387,nepal-flooding_00000400,nepal-flooding,flooding,flood,intact,0,val,data/xbd_s12/s1/nepal-flooding_00000400_pre_disaster_s1.tif,data/xbd_s12/s1/nepal-flooding_00000400_post_disaster_s1.tif,data/xbd_s12/s2/nepal-flooding_00000400_pre_disaster_s2.tif,data/xbd_s12/s2/nepal-flooding_00000400_post_disaster_s2.tif,data/phase6/masks/nepal-flooding_00000400_mask_sim.npy,"POLYGON ((83.3988479900164 26.594238664652575, 83.3988479900164 26.594438664652575, 83.3986479900164 26.594438664652575, 83.3986479900164 26.594238664652575, 83.3988479900164 26.594238664652575))"
xbd_bld_081452,hurricane-michael_00000186,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000186_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000186_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000186_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000186_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000186_mask_sim.npy,"POLYGON ((-85.65322082650069 30.151517367125678, -85.65322082650069 30.151717367125677, -85.65342082650069 30.151717367125677, -85.65342082650069 30.151517367125678, -85.65322082650069 30.151517367125678))"
xbd_bld_076442,hurricane-michael_00000102,hurricane-michael,wind,storm,damaged,1,train,data/xbd_s12/s1/hurricane-michael_00000102_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-michael_00000102_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-michael_00000102_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-michael_00000102_post_disaster_s2.tif,data/phase6/masks/hurricane-michael_00000102_mask_sim.npy,"POLYGON ((-85.6287775168009 30.216795653839227, -85.6287775168009 30.216995653839227, -85.6289775168009 30.216995653839227, -85.6289775168009 30.216795653839227, -85.6287775168009 30.216795653839227))"
xbd_bld_070661,hurricane-matthew_00000380,hurricane-matthew,wind,storm,destroyed,2,train,data/xbd_s12/s1/hurricane-matthew_00000380_pre_disaster_s1.tif,data/xbd_s12/s1/hurricane-matthew_00000380_post_disaster_s1.tif,data/xbd_s12/s2/hurricane-matthew_00000380_pre_disaster_s2.tif,data/xbd_s12/s2/hurricane-matthew_00000380_post_disaster_s2.tif,data/phase6/masks/hurricane-matthew_00000380_mask_sim.npy,"POLYGON ((-74.10042086669259 18.25083837848817, -74.10042086669259 18.25103837848817, -74.1006208666926 18.25103837848817, -74.1006208666926 18.25083837848817, -74.10042086669259 18.25083837848817))"
